Fri, Mar 07, 2025
3:00:41 PM

Temperature (K)	B-Field (Gauss)	sample I AB	sample I AD	sample I AC	sample I BD	sample I -AB	sample I -AD	sample I -AC	sample I -BD	Voltage DC	Voltage BC	Voltage BD	Voltage AC	Voltage -DC	Voltage -BC	Voltage -BD	Voltage -AC	
239.7000000	-30.0000000	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0929310	0.1112763	0.0185384	-0.0179957	-0.0936326	-0.1115632	-0.0188354	0.0170462
241.2000000	4582.0000000	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.1057963	0.1247394	-0.0592755	-0.1016873	-0.1062801	-0.1248906	0.0582457	0.0994017
243.0000000	-4596.0000000	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.1054088	0.1288176	0.0991048	0.0568458	-0.1062698	-0.1280691	-0.0978809	-0.0572095
244.5000000	-29.9300003	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0942691	0.1128885	0.0188087	-0.0183242	-0.0948170	-0.1119728	-0.0188732	0.0172168
246.0000000	4583.0000000	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.1061975	0.1257003	-0.0519856	-0.0951315	-0.1062274	-0.1253220	0.0505560	0.0907722
247.8000000	-4596.0000000	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.1044605	0.1278971	0.0903232	0.0477257	-0.1054113	-0.1265969	-0.0879245	-0.0471299
249.3500000	-30.0499992	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0927135	0.1115581	0.0187277	-0.0186828	-0.0930388	-0.1105316	-0.0183913	0.0169105
250.8500000	4583.0000000	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.1030635	0.1224587	-0.0401436	-0.0828588	-0.1023254	-0.1214313	0.0382902	0.0766627
252.6500000	-4596.0000000	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0991846	0.1216156	0.0751144	0.0340944	-0.1003928	-0.1190806	-0.0713404	-0.0331414
254.1500000	-30.0499992	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0868775	0.1049425	0.0177297	-0.0180976	-0.0869459	-0.1028971	-0.0168624	0.0156239
255.6000000	4583.0000000	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0949144	0.1133924	-0.0242835	-0.0646178	-0.0932710	-0.1114280	0.0224085	0.0559600
257.4500000	-4596.0000000	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0885749	0.1094422	0.0547326	0.0173110	-0.0901135	-0.1045450	-0.0499585	-0.0172583
258.9000000	-29.9799995	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0765503	0.0929275	0.0157516	-0.0164865	-0.0763189	-0.0895827	-0.0143881	0.0134164
260.4500000	4583.0000000	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0816710	0.0977801	-0.0080061	-0.0431456	-0.0795031	-0.0950562	0.0067209	0.0359045
262.2000000	-4597.0000000	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0739348	0.0918668	0.0338558	0.0020282	-0.0755287	-0.0864012	-0.0294274	-0.0022631
